TITLE = PROPERTIES
VARIABLES=X,Y,Z,U,V,W,PRES,DEN,TEM,MACH,QUAL H2O       AIR       
ZONE I=   11 J=    8 K=    8 F=BLOCK
  -0.428571E-02  -0.428571E-02  -0.428571E-02  -0.428571E-02  -0.428571E-02
  -0.428571E-02  -0.428571E-02  -0.428571E-02  -0.428571E-02  -0.428571E-02
  -0.428571E-02  -0.428571E-02  -0.428571E-02  -0.428571E-02  -0.428571E-02
  -0.428571E-02  -0.428571E-02  -0.428571E-02  -0.428571E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02  -0.342857E-02
  -0.342857E-02  -0.342857E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02  -0.257143E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.171429E-02
  -0.171429E-02  -0.171429E-02  -0.171429E-02  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03  -0.857140E-03
  -0.857140E-03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
